t,T0,T1,P0,P1
2026-01-12 18:30:03,26.6,27.4,15,40
2026-01-12 18:31:03,26.4,27.0,15,40
2026-01-12 18:32:02,26.1,26.9,15,40
2026-01-12 18:33:03,25.9,30.8,15,40
2026-01-12 18:34:03,25.7,31.1,15,40
2026-01-12 18:35:03,25.5,29.1,15,40
2026-01-12 18:36:03,25.4,27.8,15,40
2026-01-12 18:37:02,25.2,27.2,15,40
2026-01-12 18:38:03,24.9,26.7,15,40
2026-01-12 18:39:03,24.8,28.4,15,40
2026-01-12 18:40:03,24.6,27.5,15,40
2026-01-12 18:41:03,24.4,26.8,15,40
2026-01-12 18:42:02,24.2,27.9,15,40
2026-01-12 18:43:02,24.1,26.8,15,40
2026-01-12 18:44:03,23.9,26.1,15,40
2026-01-12 18:45:03,23.8,25.8,15,40
2026-01-12 18:46:03,23.6,28.8,15,40
2026-01-12 18:47:03,23.4,28.8,15,40
2026-01-12 18:48:02,23.2,26.7,15,40
2026-01-12 18:49:03,23.1,26.6,15,40
2026-01-12 18:50:03,23.0,27.2,15,40
2026-01-12 18:51:03,22.9,30.8,15,40
2026-01-12 18:52:03,22.7,32.4,15,40
2026-01-12 18:53:02,22.6,33.4,15,40
2026-01-12 18:54:03,22.4,33.4,15,40
2026-01-12 18:55:03,22.3,30.7,15,40
2026-01-12 18:56:03,22.1,28.6,15,40
2026-01-12 18:57:03,22.1,27.8,15,40
2026-01-12 18:58:02,21.9,27.6,15,40
2026-01-12 18:59:03,21.8,27.9,15,40
2026-01-12 19:00:03,21.7,31.8,15,40
2026-01-12 19:01:03,21.6,31.1,15,40
2026-01-12 19:02:03,21.5,29.1,15,40
2026-01-12 19:03:02,21.4,28.0,15,40
2026-01-12 19:04:03,21.2,27.4,15,40
2026-01-12 19:05:03,21.1,26.9,15,40
2026-01-12 19:06:03,21.0,30.0,15,40
2026-01-12 19:07:03,20.9,32.6,15,40
2026-01-12 19:08:02,20.9,31.7,15,40
2026-01-12 19:09:03,20.8,29.4,15,40
2026-01-12 19:10:03,20.7,28.1,15,15
2026-01-12 19:11:03,20.6,27.4,15,15
2026-01-12 19:12:03,20.5,26.9,15,15
2026-01-12 19:13:02,20.4,26.6,15,15
2026-01-12 19:14:03,20.3,26.4,15,15
2026-01-12 19:15:03,20.2,26.1,15,15
2026-01-12 19:16:03,20.1,25.9,15,15
2026-01-12 19:17:03,20.1,25.7,15,15
2026-01-12 19:18:02,20.1,25.4,15,15
2026-01-12 19:19:03,19.9,25.2,15,15
2026-01-12 19:20:03,19.9,25.1,15,15
2026-01-12 19:21:03,19.9,24.9,15,15
2026-01-12 19:22:03,19.8,24.7,15,15
2026-01-12 19:23:02,19.7,24.5,15,15
2026-01-12 19:24:03,19.6,24.4,15,15
2026-01-12 19:25:03,19.6,24.2,15,15
2026-01-12 19:26:03,19.4,24.1,15,15
2026-01-12 19:27:03,19.4,23.9,15,15
2026-01-12 19:28:02,19.4,23.8,15,15
2026-01-12 19:29:03,19.2,23.7,15,15
2026-01-12 19:30:03,19.1,23.6,15,15
2026-01-12 19:31:03,19.1,23.4,15,15
2026-01-12 19:32:02,19.1,23.3,15,15
2026-01-12 19:33:03,19.0,23.2,15,15
2026-01-12 19:34:03,18.9,23.1,15,15
2026-01-12 19:35:03,18.9,23.0,15,15
2026-01-12 19:36:03,18.9,22.9,15,15
2026-01-12 19:37:02,18.8,22.8,15,15
2026-01-12 19:38:03,18.8,22.6,15,15
2026-01-12 19:39:03,18.8,22.5,15,15
2026-01-12 19:40:03,18.7,22.4,15,15
2026-01-12 19:41:03,18.7,22.3,15,15
2026-01-12 19:42:02,18.6,22.2,15,15
2026-01-12 19:43:03,18.6,22.2,15,15
2026-01-12 19:44:03,18.5,22.1,15,15
2026-01-12 19:45:03,18.5,22.0,15,15
2026-01-12 19:46:03,18.4,21.9,15,15
2026-01-12 19:47:02,18.4,21.9,15,15
2026-01-12 19:48:03,18.4,21.8,15,15
2026-01-12 19:49:03,18.3,21.6,15,15
2026-01-12 19:50:03,18.3,21.6,15,15
2026-01-12 19:51:03,18.2,21.5,15,15
2026-01-12 19:52:02,18.2,21.4,15,15
2026-01-12 19:53:03,18.2,21.3,15,15
2026-01-12 19:54:03,18.2,21.2,15,15
2026-01-12 19:55:03,18.1,21.1,15,15
2026-01-12 19:56:03,18.1,21.1,15,15
2026-01-12 19:57:02,18.1,21.0,15,15
2026-01-12 19:58:03,18.1,20.9,15,15
2026-01-12 19:59:03,18.0,20.9,15,15
2026-01-12 20:00:03,18.0,20.8,15,15
2026-01-12 20:01:03,17.9,20.7,15,15
2026-01-12 20:02:02,17.9,20.6,15,15
2026-01-12 20:03:03,17.9,20.6,15,15
2026-01-12 20:04:03,17.8,20.4,15,15
2026-01-12 20:05:03,17.8,20.4,15,15
2026-01-12 20:06:03,17.8,20.3,15,15
2026-01-12 20:07:02,17.8,20.2,15,15
2026-01-12 20:08:03,17.7,20.2,15,15
2026-01-12 20:09:03,17.7,20.1,15,15
2026-01-12 20:10:03,17.7,20.1,15,15
2026-01-12 20:11:03,19.5,20.0,40,15
2026-01-12 20:12:02,20.1,19.9,40,15
2026-01-12 20:13:03,22.9,19.8,40,15
2026-01-12 20:14:03,24.5,19.7,40,15
2026-01-12 20:15:03,25.2,19.7,15,15
2026-01-12 20:16:03,25.3,19.6,15,15
2026-01-12 20:17:02,25.3,19.6,15,15
2026-01-12 20:18:03,25.1,19.6,15,15
2026-01-12 20:19:03,24.2,19.6,40,15
2026-01-12 20:20:03,23.6,19.4,40,15
2026-01-12 20:21:03,24.9,19.4,40,15
2026-01-12 20:22:02,26.4,19.3,40,15
2026-01-12 20:23:03,28.1,19.2,15,15
2026-01-12 20:24:03,28.4,19.2,15,15
2026-01-12 20:25:03,28.4,19.2,15,15
2026-01-12 20:26:03,28.2,19.2,15,15
2026-01-12 20:27:02,27.5,19.1,40,15
2026-01-12 20:28:03,26.6,19.0,40,15
2026-01-12 20:29:03,27.3,18.9,40,15
2026-01-12 20:30:03,28.3,18.8,40,15
2026-01-12 20:31:03,29.1,18.8,15,15
2026-01-12 20:32:02,29.2,18.8,15,15
2026-01-12 20:33:03,29.1,18.8,15,15
2026-01-12 20:34:03,28.9,18.8,15,15
2026-01-12 20:35:03,28.6,18.7,40,15
2026-01-12 20:36:03,26.4,18.6,40,15
2026-01-12 20:37:02,27.1,18.5,40,15
2026-01-12 20:38:03,27.4,18.4,40,15
2026-01-12 20:39:03,28.8,18.4,15,15
2026-01-12 20:40:03,29.2,18.4,15,15
2026-01-12 20:41:03,29.1,18.4,15,15
2026-01-12 20:42:02,29.0,18.3,15,15
2026-01-12 20:43:03,28.8,18.3,15,15
2026-01-12 20:44:03,27.1,18.2,40,15
2026-01-12 20:45:03,27.2,18.2,40,15
2026-01-12 20:46:03,27.6,18.1,40,15
2026-01-12 20:47:02,28.9,18.0,40,15
2026-01-12 20:48:03,29.6,18.0,15,15
2026-01-12 20:49:03,29.7,18.0,15,15
2026-01-12 20:50:03,29.6,17.9,15,15
2026-01-12 20:51:03,29.3,17.9,15,15
2026-01-12 20:52:02,27.8,17.9,40,15
2026-01-12 20:53:03,26.1,17.8,40,15
2026-01-12 20:54:03,27.8,17.8,40,15
2026-01-12 20:55:03,28.8,17.7,40,15
2026-01-12 20:56:03,29.4,17.7,15,15
2026-01-12 20:57:02,29.4,17.7,15,15
2026-01-12 20:58:03,29.1,17.7,15,15
2026-01-12 20:59:03,28.9,17.6,15,15
2026-01-12 21:00:03,28.6,17.6,15,15
2026-01-12 21:01:03,28.4,17.5,15,15
2026-01-12 21:02:03,28.1,17.5,15,15
2026-01-12 21:03:02,27.8,17.4,15,15
2026-01-12 21:04:03,27.6,17.4,15,15
2026-01-12 21:05:03,27.3,17.4,15,15
2026-01-12 21:06:03,27.1,17.3,15,15
2026-01-12 21:07:02,26.8,17.2,15,15
2026-01-12 21:08:03,26.6,17.2,15,15
2026-01-12 21:09:03,26.5,17.2,15,15
2026-01-12 21:10:03,26.2,17.2,15,15
2026-01-12 21:11:03,26.0,20.6,15,40
2026-01-12 21:12:02,25.8,23.4,15,40
2026-01-12 21:13:03,25.6,27.2,15,40
2026-01-12 21:14:03,25.4,28.9,15,40
2026-01-12 21:15:03,25.2,30.1,15,40
2026-01-12 21:16:03,25.1,30.8,15,40
2026-01-12 21:17:02,24.9,31.4,15,40
2026-01-12 21:18:02,24.7,32.0,15,40
2026-01-12 21:19:03,24.5,32.7,15,40
2026-01-12 21:20:03,24.4,33.4,15,40
2026-01-12 21:21:03,24.2,33.6,15,40
2026-01-12 21:22:02,24.1,31.2,15,40
2026-01-12 21:23:03,23.9,29.1,15,40
2026-01-12 21:24:03,23.7,28.1,15,40
2026-01-12 21:25:03,23.6,27.7,15,40
2026-01-12 21:26:03,23.4,27.6,15,40
2026-01-12 21:27:02,23.3,31.4,15,40
2026-01-12 21:28:03,23.2,31.2,15,40
2026-01-12 21:29:03,23.1,29.2,15,40
2026-01-12 21:30:03,22.9,27.9,15,40
2026-01-12 21:31:03,22.8,27.1,15,40
2026-01-12 21:32:03,22.7,26.5,15,40
2026-01-12 21:33:02,22.5,26.3,15,40
2026-01-12 21:34:03,22.4,27.2,15,40
2026-01-12 21:35:03,22.2,30.6,15,40
2026-01-12 21:36:03,22.2,32.8,15,40
2026-01-12 21:37:03,22.1,33.7,15,40
2026-01-12 21:38:02,22.0,34.2,15,40
2026-01-12 21:39:03,21.9,32.1,15,40
2026-01-12 21:40:03,21.8,29.5,15,40
2026-01-12 21:41:03,21.6,28.2,15,40
2026-01-12 21:42:02,21.5,27.8,15,40
2026-01-12 21:43:02,21.4,27.5,15,40
2026-01-12 21:44:03,21.3,30.5,15,40
2026-01-12 21:45:03,21.2,31.8,15,40
2026-01-12 21:46:03,21.1,29.9,15,40
2026-01-12 21:47:03,21.0,28.4,15,40
2026-01-12 21:48:02,20.9,27.7,15,40
2026-01-12 21:49:03,20.8,27.1,15,40
2026-01-12 21:50:03,20.8,28.4,15,40
2026-01-12 21:51:03,20.6,31.8,15,40
2026-01-12 21:52:03,20.6,33.4,15,40
2026-01-12 21:53:02,20.4,30.0,15,40
2026-01-12 21:54:03,20.3,28.1,15,40
2026-01-12 21:55:03,20.3,28.6,15,40
2026-01-12 21:56:03,20.2,30.9,15,40
2026-01-12 21:57:02,20.1,32.6,15,40
2026-01-12 21:58:02,20.1,30.8,15,40
2026-01-12 21:59:03,20.1,29.2,15,40
2026-01-12 22:00:03,19.9,28.3,15,40
2026-01-12 22:01:03,19.9,27.6,15,40
2026-01-12 22:02:02,19.8,27.4,15,40
2026-01-12 22:03:02,19.8,31.4,15,40
2026-01-12 22:04:03,19.7,31.9,15,40
2026-01-12 22:05:03,19.6,29.9,15,40
2026-01-12 22:06:03,19.6,28.4,15,40
2026-01-12 22:07:02,19.6,27.6,15,40
2026-01-12 22:08:03,19.4,27.1,15,40
2026-01-12 22:09:03,19.4,28.5,15,40
2026-01-12 22:10:03,19.4,31.9,15,40
2026-01-12 22:11:03,19.4,32.1,15,40
2026-01-12 22:12:02,19.2,29.9,15,40
2026-01-12 22:13:03,19.2,28.3,15,40
2026-01-12 22:14:03,19.1,27.6,15,40
2026-01-12 22:15:03,19.1,27.0,15,40
2026-01-12 22:16:03,19.1,28.1,15,40
2026-01-12 22:17:03,19.0,31.8,15,40
2026-01-12 22:18:02,18.9,31.8,15,40
2026-01-12 22:19:03,18.9,29.5,15,40
2026-01-12 22:20:03,18.9,28.1,15,40
2026-01-12 22:21:03,18.8,27.2,15,40
2026-01-12 22:22:03,18.8,26.7,15,40
2026-01-12 22:23:02,18.8,26.6,15,40
2026-01-12 22:24:03,18.7,26.6,15,40
2026-01-12 22:25:03,18.7,28.1,15,40
2026-01-12 22:26:03,18.6,27.2,15,40
2026-01-12 22:27:03,18.6,26.6,15,40
2026-01-12 22:28:02,18.6,26.1,15,40
2026-01-12 22:29:03,18.5,25.8,15,40
2026-01-12 22:30:03,18.4,30.9,15,40
2026-01-12 22:31:03,18.4,30.9,40,15
2026-01-12 22:32:03,23.6,31.0,40,15
2026-01-12 22:33:02,24.2,30.9,40,15
2026-01-12 22:34:03,26.0,30.6,40,15
2026-01-12 22:35:03,24.7,30.4,40,15
2026-01-12 22:36:03,23.6,30.2,15,15
2026-01-12 22:37:03,23.1,29.9,15,15
2026-01-12 22:38:02,22.8,29.7,15,15
2026-01-12 22:39:03,22.6,29.4,15,15
2026-01-12 22:40:03,22.7,29.2,40,15
2026-01-12 22:41:03,23.9,29.0,40,15
2026-01-12 22:42:03,25.8,28.7,40,15
2026-01-12 22:43:02,27.2,28.4,40,15
2026-01-12 22:44:03,28.6,28.2,40,15
2026-01-12 22:45:03,29.3,28.0,15,15
2026-01-12 22:46:03,29.3,27.8,15,15
2026-01-12 22:47:03,29.2,27.6,15,15
2026-01-12 22:48:02,28.9,27.4,15,15
2026-01-12 22:49:03,28.1,27.2,40,15
2026-01-12 22:50:03,25.9,27.1,40,15
2026-01-12 22:51:03,27.1,26.8,40,15
2026-01-12 22:52:03,27.9,26.6,40,15
2026-01-12 22:53:02,29.1,26.4,40,15
2026-01-12 22:54:03,29.5,26.3,15,15
2026-01-12 22:55:03,29.4,26.2,15,15
2026-01-12 22:56:03,29.3,26.0,15,15
2026-01-12 22:57:03,29.1,25.8,15,15
2026-01-12 22:58:02,28.8,25.8,40,15
2026-01-12 22:59:03,26.9,25.6,40,15
2026-01-12 23:00:03,27.7,25.3,40,15
2026-01-12 23:01:03,28.2,25.2,40,15
2026-01-12 23:02:03,29.3,25.0,15,15
2026-01-12 23:03:02,29.7,24.9,15,15
2026-01-12 23:04:03,29.6,24.8,15,15
2026-01-12 23:05:03,29.3,24.7,15,15
2026-01-12 23:06:03,29.1,24.6,15,15
2026-01-12 23:07:03,26.8,24.5,40,15
2026-01-12 23:08:02,25.4,24.3,40,15
2026-01-12 23:09:03,24.8,24.2,40,15
2026-01-12 23:10:03,24.4,24.0,40,15
2026-01-12 23:11:03,24.2,23.9,15,15
2026-01-12 23:12:03,23.9,23.9,15,15
2026-01-12 23:13:02,23.7,23.8,15,15
2026-01-12 23:14:03,23.6,23.7,15,15
2026-01-12 23:15:03,23.4,23.6,15,15
2026-01-12 23:16:03,23.3,23.5,15,15
2026-01-12 23:17:03,23.1,23.4,15,15
2026-01-12 23:18:02,22.9,23.2,15,15
2026-01-12 23:19:03,22.8,23.1,15,15
2026-01-12 23:20:03,22.7,22.9,15,15
2026-01-12 23:21:03,22.5,22.9,15,15
2026-01-12 23:22:03,22.4,22.8,15,15
2026-01-12 23:23:02,22.2,22.8,15,15
2026-01-12 23:24:03,22.1,22.6,15,15
2026-01-12 23:25:03,22.0,22.6,15,15
2026-01-12 23:26:03,21.9,22.5,15,15
2026-01-12 23:27:03,21.8,22.4,15,15
2026-01-12 23:28:02,21.7,22.2,15,15
2026-01-12 23:29:03,21.5,22.1,15,15
2026-01-12 23:30:03,21.4,22.1,15,15
2026-01-12 23:31:03,21.4,21.9,15,15
2026-01-12 23:32:03,21.2,21.9,15,15
2026-01-12 23:33:02,21.1,21.8,15,15
2026-01-12 23:34:03,21.1,21.6,15,15
2026-01-12 23:35:03,20.9,21.6,15,15
2026-01-12 23:36:03,20.9,21.5,15,15
2026-01-12 23:37:03,20.8,21.4,15,15
2026-01-12 23:38:02,20.6,21.4,15,15
2026-01-12 23:39:03,20.6,21.2,15,15
2026-01-12 23:40:03,20.6,21.2,15,15
2026-01-12 23:41:03,20.4,21.1,15,15
2026-01-12 23:42:03,20.2,21.1,15,15
2026-01-12 23:43:02,20.2,20.9,15,15
2026-01-12 23:44:03,20.1,20.9,15,15
2026-01-12 23:45:03,20.1,20.8,15,15
2026-01-12 23:46:03,20.0,20.7,15,15
2026-01-12 23:47:03,19.9,20.6,15,15
2026-01-12 23:48:02,19.9,20.6,15,15
2026-01-12 23:49:03,19.8,20.4,15,15
2026-01-12 23:50:03,19.7,20.4,15,15
2026-01-12 23:51:03,19.7,20.3,15,15
2026-01-12 23:52:03,19.6,20.2,15,15
2026-01-12 23:53:02,19.6,20.1,15,15
2026-01-12 23:54:03,19.4,20.1,15,15
2026-01-12 23:55:03,19.3,20.1,15,15
2026-01-12 23:56:03,19.3,20.0,15,15
2026-01-12 23:57:03,19.2,19.9,15,15
2026-01-12 23:58:02,19.1,19.8,15,15
2026-01-12 23:59:03,19.1,19.8,15,15
2026-01-13 00:00:03,19.0,19.8,15,15
2026-01-13 00:01:03,19.0,19.6,15,15
2026-01-13 00:02:02,18.9,19.6,15,15
2026-01-13 00:03:03,18.9,19.5,15,15
2026-01-13 00:04:03,18.8,19.5,15,15
2026-01-13 00:05:03,18.8,19.4,15,15
2026-01-13 00:06:03,18.8,19.4,15,15
2026-01-13 00:07:02,18.7,19.3,15,15
2026-01-13 00:08:03,18.6,19.2,15,15
2026-01-13 00:09:03,18.6,19.2,15,15
2026-01-13 00:10:03,18.5,19.1,15,15
2026-01-13 00:11:03,18.4,19.1,15,15
2026-01-13 00:12:02,18.4,19.0,15,15
2026-01-13 00:13:03,18.3,18.9,15,15
2026-01-13 00:14:03,18.4,18.9,15,15
2026-01-13 00:15:03,18.3,18.9,15,15
2026-01-13 00:16:03,18.2,18.8,15,15
2026-01-13 00:17:02,18.2,18.8,15,15
2026-01-13 00:18:03,18.1,18.7,15,15
2026-01-13 00:19:03,18.1,18.6,15,15
2026-01-13 00:20:03,18.1,18.6,15,15
2026-01-13 00:21:03,18.1,18.5,15,15
2026-01-13 00:22:02,18.0,18.5,15,15
2026-01-13 00:23:03,18.0,18.4,15,15
2026-01-13 00:24:03,17.9,18.4,15,15
2026-01-13 00:25:03,17.8,18.4,15,15
2026-01-13 00:26:03,17.8,18.2,15,15
2026-01-13 00:27:02,17.8,18.2,15,15
2026-01-13 00:28:03,17.8,18.1,15,15
2026-01-13 00:29:03,17.8,18.1,15,15
2026-01-13 00:30:03,17.7,18.1,15,15
2026-01-13 00:31:03,17.6,18.8,15,40
2026-01-13 00:32:02,17.6,23.4,15,40
2026-01-13 00:33:03,17.6,26.2,15,40
2026-01-13 00:34:03,17.5,28.4,15,40
2026-01-13 00:35:03,17.5,29.6,15,40
2026-01-13 00:36:03,17.4,30.4,15,40
2026-01-13 00:37:02,17.4,31.0,15,40
2026-01-13 00:38:03,17.4,31.6,15,40
2026-01-13 00:39:03,17.4,32.2,15,40
2026-01-13 00:40:03,17.4,33.1,15,40
2026-01-13 00:41:03,17.3,33.8,15,40
2026-01-13 00:42:02,17.3,32.0,15,40
2026-01-13 00:43:03,17.3,29.6,15,40
2026-01-13 00:44:03,17.2,28.3,15,40
2026-01-13 00:45:02,17.2,27.8,15,40
2026-01-13 00:46:02,17.2,27.4,15,40
2026-01-13 00:47:03,17.1,30.2,15,40
2026-01-13 00:48:03,17.1,31.8,15,40
2026-01-13 00:49:03,17.1,29.8,15,40
2026-01-13 00:50:03,17.1,28.2,15,40
2026-01-13 00:51:02,17.1,27.4,15,40
2026-01-13 00:52:03,17.1,26.8,15,40
2026-01-13 00:53:03,17.0,27.5,15,40
2026-01-13 00:54:03,16.9,31.2,15,40
2026-01-13 00:55:03,16.9,33.1,15,40
2026-01-13 00:56:02,16.9,32.6,40,40
2026-01-13 00:57:03,21.4,27.5,40,40
2026-01-13 00:58:03,22.1,23.9,40,40
2026-01-13 00:59:03,22.5,22.6,40,40
2026-01-13 01:00:02,22.7,22.0,15,40
2026-01-13 01:01:02,22.8,23.4,15,40
2026-01-13 01:02:03,22.6,28.6,15,40
2026-01-13 01:03:03,22.5,31.4,15,40
2026-01-13 01:04:03,22.4,32.8,15,40
2026-01-13 01:05:02,25.2,30.8,40,40
2026-01-13 01:06:03,26.3,27.4,40,40
2026-01-13 01:07:03,27.8,27.4,40,40
2026-01-13 01:08:03,28.7,27.9,40,40
2026-01-13 01:09:03,28.9,29.9,15,40
2026-01-13 01:10:02,28.9,29.8,15,40
2026-01-13 01:11:03,28.6,28.4,15,40
2026-01-13 01:12:03,28.4,27.5,15,40
2026-01-13 01:13:03,27.7,26.8,40,40
2026-01-13 01:14:03,25.9,24.8,40,40
2026-01-13 01:15:02,26.8,25.3,40,40
2026-01-13 01:16:02,26.8,25.5,40,40
2026-01-13 01:17:03,26.9,25.8,15,40
2026-01-13 01:18:03,26.9,29.0,15,40
2026-01-13 01:19:03,26.7,30.2,15,40
2026-01-13 01:20:02,26.4,28.1,15,40
2026-01-13 01:21:03,26.3,26.6,40,40
2026-01-13 01:22:03,25.4,25.0,40,40
2026-01-13 01:23:03,24.8,23.8,40,40
2026-01-13 01:24:03,26.1,24.6,40,40
2026-01-13 01:25:02,26.4,25.2,40,40
2026-01-13 01:26:03,26.7,25.6,15,40
2026-01-13 01:27:03,26.7,28.3,15,40
2026-01-13 01:28:03,26.5,31.1,15,40
2026-01-13 01:29:03,26.3,29.1,15,40
2026-01-13 01:30:02,26.1,26.9,40,40
2026-01-13 01:31:03,25.2,25.1,40,40
2026-01-13 01:32:03,24.7,23.8,40,40
2026-01-13 01:33:03,25.1,23.4,40,40
2026-01-13 01:34:03,26.2,24.8,15,40
2026-01-13 01:35:02,26.2,26.9,15,40
2026-01-13 01:36:03,26.1,30.1,15,40
2026-01-13 01:37:03,26.0,31.9,15,40
2026-01-13 01:38:03,25.8,32.9,15,40
2026-01-13 01:39:03,27.2,31.1,40,40
2026-01-13 01:40:02,27.9,28.4,40,40
2026-01-13 01:41:03,28.8,28.3,40,40
2026-01-13 01:42:03,29.1,28.2,40,40
2026-01-13 01:43:03,29.1,30.0,15,40
2026-01-13 01:44:03,28.9,31.4,15,40
2026-01-13 01:45:02,28.7,29.6,15,40
2026-01-13 01:46:03,28.4,28.2,15,40
2026-01-13 01:47:03,27.4,27.1,40,40
2026-01-13 01:48:03,26.2,25.2,40,40
2026-01-13 01:49:03,27.1,25.3,40,40
2026-01-13 01:50:02,27.2,25.9,40,40
2026-01-13 01:51:03,27.4,26.8,15,40
2026-01-13 01:52:03,27.2,29.8,15,40
2026-01-13 01:53:03,27.1,32.4,15,40
2026-01-13 01:54:03,26.9,33.4,15,40
2026-01-13 01:55:02,26.6,34.1,15,40
2026-01-13 01:56:03,26.4,33.4,15,40
2026-01-13 01:57:03,26.1,30.6,15,40
2026-01-13 01:58:03,26.0,28.8,15,40
2026-01-13 01:59:03,25.8,28.1,15,40
2026-01-13 02:00:02,25.6,27.8,15,40
2026-01-13 02:01:03,25.4,27.6,15,40
2026-01-13 02:02:03,25.2,31.2,15,40
2026-01-13 02:03:03,25.0,31.7,15,40
2026-01-13 02:04:02,24.8,29.6,15,40
2026-01-13 02:05:03,24.6,28.2,15,40
2026-01-13 02:06:03,24.4,27.6,15,40
2026-01-13 02:07:03,24.3,27.1,15,40
2026-01-13 02:08:03,24.1,29.2,15,40
2026-01-13 02:09:02,23.9,32.2,15,40
2026-01-13 02:10:03,23.8,31.1,15,40
2026-01-13 02:11:03,23.6,29.1,15,40
2026-01-13 02:12:03,23.4,27.9,15,40
2026-01-13 02:13:03,23.3,27.3,15,40
2026-01-13 02:14:02,23.2,26.8,15,40
2026-01-13 02:15:02,23.1,29.8,15,40
2026-01-13 02:16:03,22.9,32.3,15,40
2026-01-13 02:17:03,22.8,30.8,15,40
2026-01-13 02:18:03,22.6,28.8,15,40
2026-01-13 02:19:02,22.4,27.8,15,40
2026-01-13 02:20:03,22.3,27.1,15,40
2026-01-13 02:21:03,22.2,26.8,15,40
2026-01-13 02:22:03,22.1,30.5,15,40
2026-01-13 02:23:03,22.0,32.2,15,40
2026-01-13 02:24:02,21.9,30.2,15,40
2026-01-13 02:25:03,21.8,28.6,15,40
2026-01-13 02:26:03,21.7,27.6,15,40
2026-01-13 02:27:03,21.6,27.1,15,40
2026-01-13 02:28:03,21.5,27.0,15,40
2026-01-13 02:29:02,21.4,31.1,15,40
2026-01-13 02:30:03,21.3,31.8,15,40
2026-01-13 02:31:03,21.2,29.8,15,15
2026-01-13 02:32:03,21.1,28.5,15,15
2026-01-13 02:33:02,21.0,27.9,15,15
2026-01-13 02:34:02,20.9,27.5,15,15
2026-01-13 02:35:03,20.8,27.2,15,15
2026-01-13 02:36:03,20.8,27.0,15,15
2026-01-13 02:37:03,20.6,26.7,15,15
2026-01-13 02:38:02,20.5,26.5,15,15
2026-01-13 02:39:03,20.4,26.2,15,15
2026-01-13 02:40:03,20.3,26.1,15,15
2026-01-13 02:41:03,20.3,25.9,15,15
2026-01-13 02:42:03,20.2,25.7,15,15
2026-01-13 02:43:02,20.1,25.4,15,15
2026-01-13 02:44:03,20.1,25.2,15,15
2026-01-13 02:45:03,20.0,25.1,15,15
2026-01-13 02:46:03,19.9,24.9,15,15
2026-01-13 02:47:03,19.8,24.8,15,15
2026-01-13 02:48:02,19.8,24.6,15,15
2026-01-13 02:49:03,19.7,24.4,15,15
2026-01-13 02:50:03,19.6,24.4,15,15
2026-01-13 02:51:03,19.6,24.2,15,15
2026-01-13 02:52:03,19.5,24.0,15,15
2026-01-13 02:53:02,19.5,23.9,15,15
2026-01-13 02:54:03,19.4,23.8,15,15
2026-01-13 02:55:03,19.4,23.6,15,15
2026-01-13 02:56:03,19.2,23.4,15,15
2026-01-13 02:57:03,19.2,23.3,15,15
2026-01-13 02:58:02,19.1,23.2,15,15
2026-01-13 02:59:03,19.1,23.1,15,15
2026-01-13 03:00:03,19.0,23.0,15,15
2026-01-13 03:01:03,19.0,22.9,15,15
2026-01-13 03:02:03,18.9,22.8,15,15
2026-01-13 03:03:02,18.8,22.7,15,15
2026-01-13 03:04:03,18.8,22.6,15,15
2026-01-13 03:05:03,18.8,22.5,15,15
2026-01-13 03:06:03,18.7,22.4,15,15
2026-01-13 03:07:03,18.6,22.2,15,15
2026-01-13 03:08:02,18.6,22.2,15,15
2026-01-13 03:09:03,18.6,22.1,15,15
2026-01-13 03:10:03,18.6,22.0,15,15
2026-01-13 03:11:03,18.4,21.9,15,15
2026-01-13 03:12:03,18.4,21.8,15,15
2026-01-13 03:13:02,18.4,21.8,15,15
2026-01-13 03:14:03,18.4,21.6,15,15
2026-01-13 03:15:03,18.3,21.6,15,15
2026-01-13 03:16:03,18.2,21.4,15,15
2026-01-13 03:17:03,18.2,21.4,15,15
2026-01-13 03:18:02,18.1,21.3,15,15
2026-01-13 03:19:03,18.1,21.2,15,15
2026-01-13 03:20:03,18.1,21.2,15,15
2026-01-13 03:21:03,18.1,21.1,15,15
2026-01-13 03:22:03,18.0,20.9,15,15
2026-01-13 03:23:02,17.9,20.9,15,15
2026-01-13 03:24:03,17.9,20.8,15,15
2026-01-13 03:25:03,17.9,20.7,15,15
2026-01-13 03:26:03,17.9,20.6,15,15
2026-01-13 03:27:03,17.8,20.6,15,15
2026-01-13 03:28:02,17.8,20.5,15,15
2026-01-13 03:29:03,17.8,20.5,15,15
2026-01-13 03:30:03,17.7,20.4,15,15
2026-01-13 03:31:03,17.7,20.3,40,15
2026-01-13 03:32:03,22.4,20.2,40,15
2026-01-13 03:33:02,23.8,20.1,40,15
2026-01-13 03:34:03,26.4,20.1,40,15
2026-01-13 03:35:03,28.1,19.9,15,15
2026-01-13 03:36:03,28.4,19.9,15,15
2026-01-13 03:37:03,28.3,19.9,15,15
2026-01-13 03:38:02,28.2,19.9,15,15
2026-01-13 03:39:03,27.9,19.8,15,15
2026-01-13 03:40:03,27.4,19.8,40,15
2026-01-13 03:41:03,26.6,19.6,40,15
2026-01-13 03:42:03,28.1,19.6,40,15
2026-01-13 03:43:02,29.1,19.4,40,15
2026-01-13 03:44:03,29.7,19.4,15,15
2026-01-13 03:45:03,29.7,19.4,15,15
2026-01-13 03:46:03,29.5,19.4,15,15
2026-01-13 03:47:03,29.2,19.4,15,15
2026-01-13 03:48:02,29.0,19.2,40,15
